ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
P39398	1	lgoT yjiZ yjjL b4356 JW4319	Probable L-galactonate transporter (Galactonate:H(+) symporter)	[MISSING]
P75742	1	dtpD ybgH b0709 JW0699	Dipeptide permease D	[MISSING]
P52005	1	torY yecK b1873 JW1862	Cytochrome c-type protein TorY	[MISSING]
P46923	1	torZ bisZ b1872 JW1861	Trimethylamine-N-oxide reductase 2 (TMAO reductase 2) (Trimethylamine oxidase 2) (EC 1.7.2.3)	[MISSING]
P36655	1	dsbD cutA2 cycZ dipZ b4136 JW5734	Thiol:disulfide interchange protein DsbD (EC 1.8.1.8) (C-type cytochrome biogenesis protein CycZ) (Inner membrane copper tolerance protein) (Protein-disulfide reductase) (Disulfide reductase)	[MISSING]
P0AAE8	1	cadB b4132 JW4093	Probable cadaverine/lysine antiporter	[MISSING]
P0A9H3	1	cadA ldcI b4131 JW4092	Inducible lysine decarboxylase (LDC) (EC 4.1.1.18)	SUBUNIT: Homodecamer at pH 7.0/low ionic strength and dimer at pH 8.0/high ionic strength. Interacts with RavA. {ECO:0000269|PubMed:16301313}.
P0ABN5	1	dcuA genA b4138 JW5735	Anaerobic C4-dicarboxylate transporter DcuA	[MISSING]
P39451	1	adhP yddN b1478 JW1474	Alcohol dehydrogenase, propanol-preferring (EC 1.1.1.1)	[MISSING]
P46136	1	yddG b1473 JW1469	Aromatic amino acid exporter YddG	[MISSING]
P0AAJ3	1	fdnH b1475 JW1471	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit (Anaerobic formate dehydrogenase iron-sulfur subunit) (Formate dehydrogenase-N subunit beta) (FDH-N subunit beta)	SUBUNIT: Trimer of heterotrimers, consisting of subunits alpha, beta and gamma. {ECO:0000269|PubMed:11884747}.
P24183	1	fdnG b1474 JW1470	Formate dehydrogenase, nitrate-inducible, major subunit (EC 1.1.5.6) (Anaerobic formate dehydrogenase major subunit) (Formate dehydrogenase-N subunit alpha) (FDH-N subunit alpha)	SUBUNIT: Trimer of heterotrimers, consisting of subunits alpha, beta and gamma. {ECO:0000269|PubMed:11884747}.
P0AEK7	1	fdnI b1476 JW1472	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit (Anaerobic formate dehydrogenase cytochrome b556 subunit) (Formate dehydrogenase-N subunit gamma) (FDH-N subunit gamma)	SUBUNIT: Trimer of heterotrimers, consisting of subunits alpha, beta and gamma. {ECO:0000269|PubMed:11884747}.
P0A759	1	nagB glmD b0678 JW0664	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase)	SUBUNIT: Homohexamer; trimer of disulfide-linked dimers. {ECO:0000269|PubMed:8240271}.
P09323	1	nagE pstN b0679 JW0665	PTS system N-acetylglucosamine-specific EIICBA component (EIICBA-Nag) (EII-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.193) (PTS system N-acetylglucosamine-specific EIIB component); N-acetylglucosamine-specific phosphotransferase enzyme IIA component (EC 2.7.1.193) (PTS system N-acetylglucosamine-specific EIIA component)]	[MISSING]
P15639	1	purH b4006 JW3970	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	[MISSING]
P0AC23	1	focA ycaE b0904 JW0887	Probable formate transporter 1 (Formate channel 1)	[MISSING]
P37680	1	sgbE yiaS b3583 JW3555	L-ribulose-5-phosphate 4-epimerase SgbE (EC 5.1.3.4) (Phosphoribulose isomerase)	[MISSING]
P77589	1	mhpT yaiK b0353 JW5046	3-(3-hydroxy-phenyl)propionate transporter (3HPP transporter) (3-(3-hydroxy-phenyl)propionate:H(+) symporter) (3HPP:H(+) symporter)	[MISSING]
P0AG78	1	sbp b3917 JW3888	Sulfate-binding protein (Sulfate starvation-induced protein 2) (SSI2)	[MISSING]
P42604	1	uxaA ygjW b3091 JW3062	Altronate dehydratase (EC 4.2.1.7) (D-altronate hydro-lyase)	[MISSING]
P0AA78	1	exuT b3093 JW3064	Hexuronate transporter	[MISSING]
P00903	1	pabA b3360 JW3323	Aminodeoxychorismate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	SUBUNIT: Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB). {ECO:0000269|PubMed:8679677}.
P0AC26	1	nirC b3367 JW3330	Nitrite transporter NirC	[MISSING]
P0A9I8	1	nirD b3366 JW3329	Nitrite reductase (NADH) small subunit (EC 1.7.1.15)	SUBUNIT: Associates with NirB.
P31459	1	dgoK yidV b3693 JW3670	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58) (2-keto-3-deoxy-galactonokinase) (2-oxo-3-deoxygalactonate kinase)	[MISSING]
P0AA76	1	dgoT yidT b3691 JW5859	D-galactonate transporter	[MISSING]
P09832	1	gltD aspB b3213 JW3180	Glutamate synthase [NADPH] small chain (EC 1.4.1.13) (Glutamate synthase subunit beta) (GLTS beta chain) (NADPH-GOGAT)	SUBUNIT: Aggregate of 4 catalytic active heterodimers, consisting of a large and a small subunit.
P09831	1	gltB aspB b3212 JW3179	Glutamate synthase [NADPH] large chain (EC 1.4.1.13) (Glutamate synthase subunit alpha) (GLTS alpha chain) (NADPH-GOGAT)	SUBUNIT: Aggregate of 4 catalytic active heterodimers, consisting of a large and a small subunit.
P63183	1	kup trkD b3747 JW5609	Low affinity potassium transport system protein kup (Kup system potassium uptake protein)	[MISSING]
P04983	1	rbsA b3749 JW3728	Ribose import ATP-binding protein RbsA (EC 3.6.3.17)	SUBUNIT: The complex is composed of an ATP-binding protein (RbsA), two transmembrane proteins (RbsC) and a solute-binding protein (RbsB). {ECO:0000255|HAMAP-Rule:MF_01716, ECO:0000269|PubMed:25533465}.
P76503	1	fadI yfcY b2342 JW2339	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	SUBUNIT: Heterotetramer of two alpha chains (FadJ) and two beta chains (FadI). {ECO:0000250}.
P77399	1	fadJ yfcX b2341 JW2338	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	SUBUNIT: Heterotetramer of two alpha chains (FadJ) and two beta chains (FadI). {ECO:0000250}.
P20966	1	fruA ptsF b2167 JW2154	PTS system fructose-specific EIIB'BC component (EIIB'BC-Fru) [Includes: PTS system fructose-specific EIIB component (EC 2.7.1.202) (EIII-Fru) (Fructose-specific phosphotransferase enzyme IIB component); PTS system fructose-specific EIIC component (Fructose permease IIC component)]	[MISSING]
P69811	1	fruB fpr fruF b2169 JW2156	Multiphosphoryl transfer protein (MTP) (Diphosphoryl transfer protein) (DTP) (Phosphotransferase FPr protein) (Pseudo-HPr) [Includes: Phosphocarrier protein HPr (Protein H); PTS system fructose-specific EIIA component (EC 2.7.1.202) (EIIA-Fru) (EIII-Fru) (Fructose-specific phosphotransferase enzyme IIA component)]	[MISSING]
P43676	1	pitB b2987 JW2955	Probable low-affinity inorganic phosphate transporter 2	[MISSING]
P11447	1	argH b3960 JW3932	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	[MISSING]
P27306	1	sthA sth udhA b3962 JW5551	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	SUBUNIT: Homooligomer; probable homooctamer.
P06129	1	btuB bfe cer dcrC b3966 JW3938	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	SUBUNIT: Interacts with TonB. {ECO:0000269|PubMed:10485884, ECO:0000269|PubMed:14528295}.
P08179	1	purN b2500 JW2485	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	SUBUNIT: Monomer. Homodimer below pH 6.8. {ECO:0000269|PubMed:10606510, ECO:0000269|PubMed:1522592, ECO:0000269|PubMed:1631098, ECO:0000269|PubMed:2185839, ECO:0000269|PubMed:9698564}.
P0A7B1	1	ppk b2501 JW2486	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	SUBUNIT: Homotetramer (PubMed:1331061). Dimer of dimers (PubMed:10660553, PubMed:15947782). The diverse functions of this enzyme involve different subunit organizations and conformations (PubMed:10660553). {ECO:0000269|PubMed:10660553, ECO:0000269|PubMed:1331061, ECO:0000269|PubMed:15947782}.
P17846	1	cysI b2763 JW2733	Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)	SUBUNIT: Alpha(8)-beta(8). The alpha component is a flavoprotein, the beta component is a hemoprotein. {ECO:0000255|HAMAP-Rule:MF_01540}.
P38038	1	cysJ b2764 JW2734	Sulfite reductase [NADPH] flavoprotein alpha-component (SiR-FP) (EC 1.8.1.2)	SUBUNIT: Alpha(8)-beta(8). The alpha component is a flavoprotein, the beta component is a hemoprotein. {ECO:0000255|HAMAP-Rule:MF_01541, ECO:0000269|PubMed:10984484, ECO:0000269|PubMed:15966732}.
P65870	1	queD ygcM b2765 JW2735	6-carboxy-5,6,7,8-tetrahydropterin synthase (CPH4 synthase) (EC 4.1.2.50) (Queuosine biosynthesis protein QueD)	[MISSING]
P00895	1	trpE b1264 JW1256	Anthranilate synthase component 1 (AS) (ASI) (EC 4.1.3.27)	SUBUNIT: Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large lpha subunit (TrpE). {ECO:0000250}.
P0A877	1	trpA b1260 JW1252	Tryptophan synthase alpha chain (EC 4.2.1.20)	SUBUNIT: Tetramer of two alpha and two beta chains.
P0A879	1	trpB b1261 JW1253	Tryptophan synthase beta chain (EC 4.2.1.20)	SUBUNIT: Tetramer of two alpha and two beta chains.
P00904	1	trpGD trpD b1263 JW1255	Bifunctional protein TrpGD [Includes: Anthranilate synthase component 2 (AS) (ASII) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Anthranilate phosphoribosyltransferase (EC 2.4.2.18)]	SUBUNIT: Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE). {ECO:0000250}.
P31122	1	sotB ydeA b1528 JW1521	Sugar efflux transporter	[MISSING]
P0AFC0	1	nudB ntpA b1865 JW1854	Dihydroneopterin triphosphate diphosphatase (EC 3.6.1.67) (Dihydroneopterin triphosphate pyrophosphatase) (dATP pyrophosphohydrolase)	[MISSING]
P75806	1	ybjG b0841 JW5112	Putative undecaprenyl-diphosphatase YbjG (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	[MISSING]
P02921	1	melB mel-4 b4120 JW4081	Melibiose carrier protein (Melibiose permease) (Melibiose transporter) (Na+ (Li+)/melibiose symporter) (Thiomethylgalactoside permease II)	SUBUNIT: Monomer and homodimer. {ECO:0000269|PubMed:7703254}.
P0ABN9	1	dcuB genF b4123 JW4084	Anaerobic C4-dicarboxylate transporter DcuB	[MISSING]
P36683	1	acnB yacI yacJ b0118 JW0114	Aconitate hydratase B (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)	SUBUNIT: Monomer. AcnB can also form a homodimer. The monomer-homodimer transition is dependent on iron availability and the carboxymethylation of C-273 inhibits the dimer formation. {ECO:0000269|PubMed:11992126, ECO:0000269|PubMed:15882410, ECO:0000269|PubMed:8932712}.
P06959	1	aceF b0115 JW0111	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2)	SUBUNIT: Forms a 24-polypeptide structural core with octahedral symmetry.
P13016	1	ampD b0110 JW0106	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)	[MISSING]
P15993	1	aroP b0112 JW0108	Aromatic amino acid transport protein AroP (General aromatic amino acid permease)	[MISSING]
P19319	1	narZ b1468 JW1463	Respiratory nitrate reductase 2 alpha chain (EC 1.7.99.4)	SUBUNIT: Tetramer composed of an alpha, a beta and 2 gamma chains. Alpha and beta are catalytic chains; gamma chain is involved in binding the enzyme complex to the cytoplasmic membrane.
P37758	1	narU yddF b1469 JW1464	Nitrate/nitrite transporter NarU (Nitrite extrusion protein 2) (Nitrite facilitator 2)	[MISSING]
P19317	1	narW b1466 JW1461	Probable nitrate reductase molybdenum cofactor assembly chaperone NarW (Redox enzyme maturation protein NarW)	[MISSING]
P19318	1	narY b1467 JW1462	Respiratory nitrate reductase 2 beta chain (EC 1.7.99.4)	SUBUNIT: Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane.
P0AF32	1	narV b1465 JW1460	Respiratory nitrate reductase 2 gamma chain (EC 1.7.99.4)	SUBUNIT: Dimer of heterotrimers each composed of an alpha, a beta and a gamma chain. Alpha and beta are catalytic chains; gamma chains are involved in binding the enzyme complex to the cytoplasmic membrane.
P24077	1	entS ybdA b0591 JW0583	Enterobactin exporter EntS (Protein p43)	[MISSING]
P23876	1	fepD b0590 JW0582	Ferric enterobactin transport system permease protein FepD	[MISSING]
P0AEL6	1	fepB b0592 JW0584	Ferrienterobactin-binding periplasmic protein	[MISSING]
P0ADI4	1	entB entG b0595 JW0587	Enterobactin synthase component B (EC 6.3.2.14) (Enterobactin biosynthesis bifunctional protein EntB) (Enterochelin synthase B) [Includes: Isochorismatase (EC 3.3.2.1) (2,3-dihydro-2,3-dihydroxybenzoate synthase) (Isochorismate lyase); Aryl carrier protein (ArCP)]	SUBUNIT: Proteins EntB, EntD, EntE, and EntF form a multienzyme complex called enterobactin synthase. Dimer. {ECO:0000269|PubMed:16632253, ECO:0000269|PubMed:2139796, ECO:0000269|PubMed:22365602, ECO:0000269|PubMed:9485415}.
P15047	1	entA b0596 JW0588	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (DiDHB-DH) (EC 1.3.1.28) (Trans-2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase)	SUBUNIT: Homotetramer; dimer of dimers. EntA and EntE interact together. {ECO:0000269|PubMed:16790929, ECO:0000269|PubMed:21166461, ECO:0000269|PubMed:2521622}.
P13009	1	metH b4019 JW3979	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Methionine synthase, vitamin-B12-dependent) (MS)	[MISSING]
P08997	1	aceB mas b4014 JW3974	Malate synthase A (MSA) (EC 2.3.3.9)	[MISSING]
P0AG40	1	ribF yaaC b0025 JW0023	Riboflavin biosynthesis protein RibF [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)]	[MISSING]
P0AAI1	1	ssuB ycbE b0933 JW0916	Aliphatic sulfonates import ATP-binding protein SsuB (EC 3.6.3.-)	SUBUNIT: The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA). {ECO:0000255|HAMAP-Rule:MF_01724}.
P04825	1	pepN b0932 JW0915	Aminopeptidase N (EC 3.4.11.2) (Alpha-aminoacylpeptide hydrolase)	[MISSING]
P18133	1	pncB b0931 JW0914	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21)	[MISSING]
P75853	1	ssuA ycbO b0936 JW0919	Putative aliphatic sulfonates-binding protein	[MISSING]
P75851	1	ssuC ycbM b0934 JW5121	Putative aliphatic sulfonates transport permease protein SsuC	[MISSING]
P0AA82	1	codB b0336 JW0327	Cytosine permease	[MISSING]
P77541	1	prpB yahQ b0331 JW0323	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)	SUBUNIT: Homotetramer; dimer of dimers. {ECO:0000255|HAMAP-Rule:MF_01939, ECO:0000269|PubMed:12706720, ECO:0000269|PubMed:15723538}.
P0ABE9	1	cynT b0339 JW0330	Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase 1)	SUBUNIT: Oligomer. {ECO:0000269|PubMed:1740425}.
P0AEY5	1	mdaB mda66 b3028 JW2996	Modulator of drug activity B	[MISSING]
P0A821	1	selA fdhA b3591 JW3564	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase)	SUBUNIT: Homodecamer; pentamer of dimers. Binds only one seryl-tRNA(Sec) per dimer. {ECO:0000269|PubMed:1474891}.
P68183	1	malG b4032 JW3992	Maltose transport system permease protein MalG	SUBUNIT: The complex is composed of two ATP-binding proteins (MalK), two transmembrane proteins (MalG and MalF) and a solute-binding protein (MalE). Protein stability and stable complex formation require YidC. {ECO:0000269|PubMed:10809785, ECO:0000269|PubMed:18456666}.
P42632	1	tdcE yhaS b3114 JW5522	PFL-like enzyme TdcE (Keto-acid formate acetyltransferase) (Keto-acid formate-lyase) (Ketobutyrate formate-lyase) (KFL) (EC 2.3.1.-) (Pyruvate formate-lyase) (PFL) (EC 2.3.1.54)	[MISSING]
P0AAD8	1	tdcC b3116 JW3087	Threonine/serine transporter TdcC (H(+)/threonine-serine symporter)	[MISSING]
P0AGF6	1	tdcB b3117 JW3088	L-threonine dehydratase catabolic TdcB (EC 4.3.1.19) (L-serine dehydratase) (EC 4.3.1.17) (Threonine deaminase)	SUBUNIT: In the native structure, TdcB is in a dimeric form, whereas in the TdcB-AMP complex, it exists in a tetrameric form (dimer of dimers). {ECO:0000250}.
P45539	1	frlA yhfM b3370 JW3333	Putative fructoselysine transporter FrlA	[MISSING]
